Date,Day,Time,Hour,Route,Bus No,Student_ID,Attendance
23-09-2025,Tuesday,08:45,8,South Suburb,B-303,S2330,Present
23-09-2025,Tuesday,09:11,9,City Center,B-101,S2019,Present
23-09-2025,Tuesday,08:47,8,City Center,B-102,S2555,Present
23-09-2025,Tuesday,09:14,9,City Center,B-101,S2558,Absent
23-09-2025,Tuesday,09:09,9,South Suburb,B-303,S2443,Present
23-09-2025,Tuesday,09:09,9,South Suburb,B-303,S2478,Present
23-09-2025,Tuesday,09:03,9,University,B-202,S2137,Present
23-09-2025,Tuesday,08:49,8,South Suburb,B-303,S2282,Present
23-09-2025,Tuesday,16:45,16,City Center,B-102,S2077,Present
23-09-2025,Tuesday,17:14,17,University,B-202,S2081,Present
23-09-2025,Tuesday,17:15,17,University,B-202,S2452,Present
23-09-2025,Tuesday,16:48,16,City Center,B-101,S2064,Present
23-09-2025,Tuesday,16:48,16,University,B-202,S2496,Present
23-09-2025,Tuesday,16:58,16,Express Dc,B-401,S2255,Present
23-09-2025,Tuesday,16:39,16,City Center,B-102,S2329,Present
23-09-2025,Tuesday,17:08,17,Express Dc,B-401,S2572,Absent
23-09-2025,Tuesday,16:59,16,University,B-202,S2412,Present
23-09-2025,Tuesday,16:56,16,City Center,B-101,S2543,Present
23-09-2025,Tuesday,16:49,16,Express Dc,B-401,S2259,Present
23-09-2025,Tuesday,16:35,16,Express Dc,B-401,S2231,Present
23-09-2025,Tuesday,16:59,16,South Suburb,B-303,S2129,Present
23-09-2025,Tuesday,16:47,16,South Suburb,B-303,S2028,Present
23-09-2025,Tuesday,17:07,17,City Center,B-101,S2299,Present
24-09-2025,Wednesday,09:07,9,City Center,B-102,S2375,Present
24-09-2025,Wednesday,08:36,8,City Center,B-102,S2312,Present
24-09-2025,Wednesday,08:58,8,South Suburb,B-303,S2317,Present
24-09-2025,Wednesday,08:50,8,South Suburb,B-303,S2211,Present
24-09-2025,Wednesday,08:56,8,City Center,B-102,S2160,Present
24-09-2025,Wednesday,09:02,9,Express Dc,B-401,S2072,Present
24-09-2025,Wednesday,09:15,9,South Suburb,B-303,S2467,Present
24-09-2025,Wednesday,09:08,9,South Suburb,B-303,S2307,Present
24-09-2025,Wednesday,08:57,8,University,B-202,S2369,Present
24-09-2025,Wednesday,08:40,8,City Center,B-102,S2213,Present
24-09-2025,Wednesday,08:50,8,University,B-202,S2257,Present
24-09-2025,Wednesday,08:42,8,University,B-202,S2307,Present
24-09-2025,Wednesday,08:39,8,City Center,B-102,S2291,Present
24-09-2025,Wednesday,16:49,16,University,B-202,S2266,Present
24-09-2025,Wednesday,16:56,16,City Center,B-102,S2446,Present
24-09-2025,Wednesday,16:58,16,South Suburb,B-303,S2016,Absent
24-09-2025,Wednesday,16:54,16,South Suburb,B-303,S2507,Present
24-09-2025,Wednesday,17:04,17,South Suburb,B-303,S2571,Present
24-09-2025,Wednesday,16:36,16,City Center,B-102,S2470,Present
24-09-2025,Wednesday,16:59,16,South Suburb,B-303,S2546,Present
24-09-2025,Wednesday,16:42,16,City Center,B-102,S2115,Present
24-09-2025,Wednesday,16:43,16,City Center,B-102,S2202,Present
24-09-2025,Wednesday,16:31,16,South Suburb,B-303,S2255,Present
24-09-2025,Wednesday,16:51,16,South Suburb,B-303,S2534,Present
24-09-2025,Wednesday,17:14,17,Express Dc,B-401,S2205,Present
24-09-2025,Wednesday,17:05,17,University,B-202,S2271,Present
24-09-2025,Wednesday,17:06,17,South Suburb,B-303,S2052,Absent
25-09-2025,Thursday,08:58,8,University,B-202,S2361,Present
25-09-2025,Thursday,09:12,9,South Suburb,B-303,S2439,Present
25-09-2025,Thursday,08:57,8,University,B-202,S2360,Present
25-09-2025,Thursday,09:10,9,University,B-202,S2341,Present
25-09-2025,Thursday,08:30,8,City Center,B-101,S2024,Present
25-09-2025,Thursday,08:35,8,University,B-202,S2161,Present
25-09-2025,Thursday,09:13,9,University,B-202,S2307,Present
25-09-2025,Thursday,09:10,9,Express Dc,B-401,S2476,Present
25-09-2025,Thursday,09:12,9,South Suburb,B-303,S2326,Present
25-09-2025,Thursday,08:46,8,City Center,B-102,S2552,Present
25-09-2025,Thursday,09:04,9,University,B-202,S2318,Present
25-09-2025,Thursday,08:49,8,City Center,B-101,S2461,Present
25-09-2025,Thursday,16:34,16,University,B-202,S2268,Absent
25-09-2025,Thursday,16:55,16,City Center,B-102,S2527,Present
25-09-2025,Thursday,16:56,16,University,B-202,S2352,Present
25-09-2025,Thursday,16:40,16,University,B-202,S2332,Present
25-09-2025,Thursday,16:53,16,University,B-202,S2132,Present
25-09-2025,Thursday,17:14,17,University,B-202,S2320,Present
25-09-2025,Thursday,17:05,17,City Center,B-101,S2543,Present
25-09-2025,Thursday,17:14,17,South Suburb,B-303,S2144,Present
25-09-2025,Thursday,17:06,17,South Suburb,B-303,S2515,Present
25-09-2025,Thursday,16:47,16,City Center,B-102,S2119,Present
25-09-2025,Thursday,16:32,16,Express Dc,B-401,S2559,Present
25-09-2025,Thursday,16:40,16,University,B-202,S2081,Present
25-09-2025,Thursday,16:52,16,City Center,B-102,S2521,Present
25-09-2025,Thursday,16:53,16,Express Dc,B-401,S2508,Absent
25-09-2025,Thursday,17:12,17,University,B-202,S2421,Present
26-09-2025,Friday,08:50,8,City Center,B-102,S2103,Present
26-09-2025,Friday,08:51,8,University,B-202,S2563,Present
26-09-2025,Friday,09:15,9,South Suburb,B-303,S2404,Absent
26-09-2025,Friday,08:47,8,South Suburb,B-303,S2330,Present
26-09-2025,Friday,09:11,9,University,B-202,S2036,Present
26-09-2025,Friday,08:55,8,Express Dc,B-401,S2204,Present
26-09-2025,Friday,08:54,8,South Suburb,B-303,S2437,Present
26-09-2025,Friday,08:53,8,South Suburb,B-303,S2075,Present
26-09-2025,Friday,09:09,9,City Center,B-102,S2598,Present
26-09-2025,Friday,09:07,9,University,B-202,S2547,Present
26-09-2025,Friday,08:35,8,City Center,B-101,S2357,Present
26-09-2025,Friday,08:52,8,South Suburb,B-303,S2401,Present
26-09-2025,Friday,13:21,13,Express Dc,B-401,S2515,Present
26-09-2025,Friday,16:42,16,City Center,B-101,S2476,Present
26-09-2025,Friday,16:44,16,City Center,B-102,S2467,Present
26-09-2025,Friday,16:48,16,City Center,B-102,S2579,Present
26-09-2025,Friday,16:43,16,University,B-202,S2212,Present
26-09-2025,Friday,17:04,17,Express Dc,B-401,S2427,Present
26-09-2025,Friday,16:45,16,City Center,B-102,S2192,Present
26-09-2025,Friday,16:52,16,South Suburb,B-303,S2523,Present
26-09-2025,Friday,16:49,16,Express Dc,B-401,S2162,Present
26-09-2025,Friday,16:55,16,University,B-202,S2444,Present
26-09-2025,Friday,16:30,16,South Suburb,B-303,S2124,Present
26-09-2025,Friday,16:42,16,University,B-202,S2256,Present
26-09-2025,Friday,17:01,17,City Center,B-102,S2324,Present
29-09-2025,Monday,08:45,8,South Suburb,B-303,S2038,Present
29-09-2025,Monday,08:47,8,City Center,B-102,S2420,Present
29-09-2025,Monday,08:59,8,South Suburb,B-303,S2438,Present
29-09-2025,Monday,08:32,8,University,B-202,S2080,Present
29-09-2025,Monday,08:51,8,City Center,B-101,S2001,Present
29-09-2025,Monday,08:52,8,University,B-202,S2182,Present
29-09-2025,Monday,09:07,9,City Center,B-101,S2325,Present
29-09-2025,Monday,08:34,8,City Center,B-101,S2581,Present
29-09-2025,Monday,08:56,8,City Center,B-101,S2461,Present
29-09-2025,Monday,08:49,8,City Center,B-101,S2333,Absent
29-09-2025,Monday,08:55,8,City Center,B-101,S2082,Present
29-09-2025,Monday,08:53,8,South Suburb,B-303,S2332,Absent
29-09-2025,Monday,13:14,13,South Suburb,B-303,S2236,Present
29-09-2025,Monday,16:59,16,University,B-202,S2119,Present
29-09-2025,Monday,16:58,16,City Center,B-102,S2406,Present
29-09-2025,Monday,17:11,17,Express Dc,B-401,S2319,Present
29-09-2025,Monday,17:09,17,South Suburb,B-303,S2523,Present
29-09-2025,Monday,16:42,16,City Center,B-101,S2065,Present
29-09-2025,Monday,16:30,16,University,B-202,S2195,Present
29-09-2025,Monday,17:08,17,Express Dc,B-401,S2314,Present
29-09-2025,Monday,16:33,16,City Center,B-101,S2599,Present
29-09-2025,Monday,17:01,17,Express Dc,B-401,S2294,Present
29-09-2025,Monday,16:42,16,City Center,B-102,S2342,Present
29-09-2025,Monday,16:34,16,University,B-202,S2421,Present
29-09-2025,Monday,16:46,16,Express Dc,B-401,S2498,Present
29-09-2025,Monday,17:07,17,University,B-202,S2132,Present
29-09-2025,Monday,17:07,17,City Center,B-102,S2160,Present
29-09-2025,Monday,16:39,16,City Center,B-102,S2318,Present
30-09-2025,Tuesday,08:59,8,South Suburb,B-303,S2255,Absent
30-09-2025,Tuesday,08:39,8,University,B-202,S2507,Present
30-09-2025,Tuesday,09:05,9,City Center,B-101,S2495,Absent
30-09-2025,Tuesday,09:04,9,City Center,B-102,S2403,Absent
30-09-2025,Tuesday,09:01,9,City Center,B-102,S2011,Present
30-09-2025,Tuesday,09:03,9,South Suburb,B-303,S2530,Present
30-09-2025,Tuesday,08:59,8,University,B-202,S2336,Present
30-09-2025,Tuesday,08:44,8,City Center,B-102,S2545,Present
30-09-2025,Tuesday,08:34,8,University,B-202,S2275,Present
30-09-2025,Tuesday,09:07,9,City Center,B-102,S2497,Present
30-09-2025,Tuesday,08:45,8,University,B-202,S2115,Present
30-09-2025,Tuesday,08:53,8,City Center,B-101,S2542,Present
30-09-2025,Tuesday,08:46,8,University,B-202,S2221,Present
30-09-2025,Tuesday,09:05,9,City Center,B-101,S2438,Present
30-09-2025,Tuesday,16:45,16,University,B-202,S2169,Present
30-09-2025,Tuesday,17:00,17,University,B-202,S2135,Present
30-09-2025,Tuesday,17:03,17,City Center,B-102,S2184,Present
30-09-2025,Tuesday,17:05,17,University,B-202,S2570,Present
30-09-2025,Tuesday,16:56,16,University,B-202,S2330,Absent
30-09-2025,Tuesday,17:07,17,University,B-202,S2502,Absent
30-09-2025,Tuesday,16:55,16,University,B-202,S2253,Present
30-09-2025,Tuesday,16:46,16,City Center,B-102,S2527,Present
30-09-2025,Tuesday,17:02,17,City Center,B-102,S2282,Present
30-09-2025,Tuesday,16:40,16,City Center,B-102,S2167,Present
30-09-2025,Tuesday,17:07,17,Express Dc,B-401,S2107,Present
30-09-2025,Tuesday,17:02,17,University,B-202,S2445,Present
01-10-2025,Wednesday,08:58,8,City Center,B-102,S2466,Present
01-10-2025,Wednesday,08:43,8,South Suburb,B-303,S2299,Present
01-10-2025,Wednesday,09:05,9,South Suburb,B-303,S2021,Present
01-10-2025,Wednesday,09:01,9,South Suburb,B-303,S2146,Present
01-10-2025,Wednesday,08:51,8,University,B-202,S2108,Present
01-10-2025,Wednesday,09:01,9,City Center,B-101,S2319,Present
01-10-2025,Wednesday,08:32,8,South Suburb,B-303,S2459,Present
01-10-2025,Wednesday,08:47,8,University,B-202,S2353,Present
01-10-2025,Wednesday,08:42,8,University,B-202,S2263,Present
01-10-2025,Wednesday,08:58,8,University,B-202,S2349,Present
01-10-2025,Wednesday,08:35,8,South Suburb,B-303,S2591,Present
01-10-2025,Wednesday,08:59,8,City Center,B-101,S2015,Present
01-10-2025,Wednesday,09:04,9,City Center,B-101,S2036,Present
01-10-2025,Wednesday,17:11,17,City Center,B-102,S2326,Present
01-10-2025,Wednesday,16:32,16,City Center,B-102,S2300,Present
01-10-2025,Wednesday,17:10,17,City Center,B-102,S2464,Present
01-10-2025,Wednesday,17:07,17,Express Dc,B-401,S2068,Present
01-10-2025,Wednesday,16:57,16,University,B-202,S2298,Present
01-10-2025,Wednesday,16:59,16,University,B-202,S2343,Present
01-10-2025,Wednesday,16:55,16,City Center,B-102,S2501,Present
01-10-2025,Wednesday,16:33,16,South Suburb,B-303,S2059,Present
01-10-2025,Wednesday,16:43,16,City Center,B-102,S2599,Present
01-10-2025,Wednesday,16:53,16,City Center,B-101,S2404,Present
01-10-2025,Wednesday,16:30,16,City Center,B-102,S2128,Present
01-10-2025,Wednesday,17:12,17,City Center,B-101,S2008,Present
01-10-2025,Wednesday,16:43,16,City Center,B-102,S2377,Present
01-10-2025,Wednesday,16:44,16,City Center,B-101,S2050,Present
02-10-2025,Thursday,08:55,8,City Center,B-101,S2300,Present
02-10-2025,Thursday,08:42,8,South Suburb,B-303,S2068,Present
02-10-2025,Thursday,09:09,9,City Center,B-102,S2417,Present
02-10-2025,Thursday,08:37,8,University,B-202,S2084,Present
02-10-2025,Thursday,09:10,9,University,B-202,S2194,Present
02-10-2025,Thursday,09:12,9,University,B-202,S2220,Present
02-10-2025,Thursday,08:51,8,City Center,B-102,S2565,Present
02-10-2025,Thursday,08:37,8,City Center,B-102,S2133,Present
02-10-2025,Thursday,08:51,8,City Center,B-101,S2588,Present
02-10-2025,Thursday,08:53,8,City Center,B-101,S2185,Present
02-10-2025,Thursday,08:36,8,South Suburb,B-303,S2182,Present
02-10-2025,Thursday,08:56,8,South Suburb,B-303,S2339,Present
02-10-2025,Thursday,17:04,17,South Suburb,B-303,S2207,Present
02-10-2025,Thursday,16:41,16,South Suburb,B-303,S2408,Present
02-10-2025,Thursday,16:42,16,City Center,B-101,S2337,Present
02-10-2025,Thursday,16:34,16,University,B-202,S2578,Present
02-10-2025,Thursday,16:49,16,University,B-202,S2043,Present
02-10-2025,Thursday,16:43,16,City Center,B-102,S2414,Present
02-10-2025,Thursday,17:08,17,University,B-202,S2373,Present
02-10-2025,Thursday,17:14,17,South Suburb,B-303,S2538,Present
02-10-2025,Thursday,17:13,17,University,B-202,S2386,Present
02-10-2025,Thursday,17:12,17,South Suburb,B-303,S2398,Present
02-10-2025,Thursday,16:57,16,Express Dc,B-401,S2411,Present
02-10-2025,Thursday,16:39,16,Express Dc,B-401,S2472,Present
02-10-2025,Thursday,16:47,16,University,B-202,S2207,Present
02-10-2025,Thursday,17:04,17,City Center,B-101,S2078,Present
03-10-2025,Friday,08:31,8,City Center,B-101,S2495,Present
03-10-2025,Friday,08:59,8,University,B-202,S2241,Present
03-10-2025,Friday,08:41,8,South Suburb,B-303,S2322,Present
03-10-2025,Friday,09:09,9,City Center,B-101,S2275,Present
03-10-2025,Friday,08:56,8,Express Dc,B-401,S2444,Present
03-10-2025,Friday,09:08,9,South Suburb,B-303,S2458,Present
03-10-2025,Friday,08:53,8,City Center,B-101,S2497,Present
03-10-2025,Friday,09:11,9,Express Dc,B-401,S2515,Present
03-10-2025,Friday,09:00,9,University,B-202,S2342,Present
03-10-2025,Friday,08:48,8,South Suburb,B-303,S2337,Present
03-10-2025,Friday,08:53,8,University,B-202,S2483,Present
03-10-2025,Friday,08:53,8,Express Dc,B-401,S2390,Present
03-10-2025,Friday,09:08,9,City Center,B-101,S2370,Present
03-10-2025,Friday,08:57,8,University,B-202,S2455,Present
03-10-2025,Friday,16:30,16,South Suburb,B-303,S2454,Present
03-10-2025,Friday,16:55,16,University,B-202,S2164,Present
03-10-2025,Friday,16:37,16,University,B-202,S2172,Present
03-10-2025,Friday,17:02,17,South Suburb,B-303,S2000,Present
03-10-2025,Friday,17:08,17,City Center,B-101,S2489,Present
03-10-2025,Friday,17:12,17,University,B-202,S2394,Present
03-10-2025,Friday,17:09,17,City Center,B-101,S2240,Present
03-10-2025,Friday,16:48,16,University,B-202,S2253,Present
03-10-2025,Friday,16:30,16,South Suburb,B-303,S2127,Present
03-10-2025,Friday,16:39,16,City Center,B-101,S2074,Present
03-10-2025,Friday,17:14,17,City Center,B-102,S2321,Present
03-10-2025,Friday,16:53,16,Express Dc,B-401,S2429,Present
06-10-2025,Monday,09:06,9,City Center,B-101,S2229,Present
06-10-2025,Monday,09:01,9,South Suburb,B-303,S2147,Present
06-10-2025,Monday,08:43,8,University,B-202,S2192,Present
06-10-2025,Monday,09:04,9,City Center,B-101,S2084,Present
06-10-2025,Monday,08:45,8,South Suburb,B-303,S2595,Present
06-10-2025,Monday,08:57,8,City Center,B-102,S2472,Present
06-10-2025,Monday,08:30,8,City Center,B-102,S2050,Present
06-10-2025,Monday,09:12,9,Express Dc,B-401,S2426,Present
06-10-2025,Monday,09:03,9,City Center,B-102,S2109,Present
06-10-2025,Monday,08:55,8,University,B-202,S2037,Present
06-10-2025,Monday,08:49,8,City Center,B-101,S2242,Present
06-10-2025,Monday,09:06,9,City Center,B-102,S2302,Present
06-10-2025,Monday,08:59,8,City Center,B-101,S2395,Present
06-10-2025,Monday,12:10,12,City Center,B-101,S2240,Present
06-10-2025,Monday,16:33,16,University,B-202,S2283,Present
06-10-2025,Monday,16:33,16,City Center,B-101,S2034,Present
06-10-2025,Monday,16:30,16,South Suburb,B-303,S2024,Present
06-10-2025,Monday,16:39,16,University,B-202,S2350,Present
06-10-2025,Monday,16:33,16,University,B-202,S2445,Present
06-10-2025,Monday,16:49,16,Express Dc,B-401,S2507,Present
06-10-2025,Monday,16:51,16,City Center,B-101,S2194,Present
06-10-2025,Monday,17:11,17,City Center,B-102,S2295,Present
06-10-2025,Monday,17:05,17,Express Dc,B-401,S2347,Present
06-10-2025,Monday,16:47,16,University,B-202,S2288,Present
06-10-2025,Monday,17:02,17,South Suburb,B-303,S2123,Present
06-10-2025,Monday,17:05,17,City Center,B-101,S2249,Present
07-10-2025,Tuesday,08:52,8,City Center,B-101,S2228,Present
07-10-2025,Tuesday,08:50,8,City Center,B-101,S2395,Present
07-10-2025,Tuesday,08:47,8,University,B-202,S2036,Present
07-10-2025,Tuesday,08:34,8,Express Dc,B-401,S2518,Present
07-10-2025,Tuesday,08:38,8,University,B-202,S2507,Present
07-10-2025,Tuesday,09:06,9,City Center,B-102,S2015,Present
07-10-2025,Tuesday,08:37,8,South Suburb,B-303,S2064,Present
07-10-2025,Tuesday,08:49,8,City Center,B-102,S2446,Present
07-10-2025,Tuesday,09:06,9,South Suburb,B-303,S2042,Present
07-10-2025,Tuesday,08:58,8,City Center,B-102,S2048,Present
07-10-2025,Tuesday,13:45,13,University,B-202,S2360,Present
07-10-2025,Tuesday,16:53,16,University,B-202,S2310,Present
07-10-2025,Tuesday,16:44,16,City Center,B-101,S2258,Present
07-10-2025,Tuesday,16:48,16,University,B-202,S2440,Present
07-10-2025,Tuesday,17:03,17,South Suburb,B-303,S2403,Present
07-10-2025,Tuesday,17:09,17,City Center,B-101,S2355,Present
07-10-2025,Tuesday,16:59,16,University,B-202,S2506,Present
07-10-2025,Tuesday,16:54,16,University,B-202,S2004,Present
07-10-2025,Tuesday,16:56,16,University,B-202,S2303,Present
07-10-2025,Tuesday,17:09,17,City Center,B-101,S2498,Present
07-10-2025,Tuesday,16:42,16,University,B-202,S2547,Present
07-10-2025,Tuesday,16:50,16,University,B-202,S2125,Present
07-10-2025,Tuesday,16:31,16,Express Dc,B-401,S2359,Present
07-10-2025,Tuesday,17:08,17,City Center,B-101,S2559,Present
07-10-2025,Tuesday,16:58,16,City Center,B-102,S2535,Present
07-10-2025,Tuesday,17:06,17,City Center,B-101,S2050,Present
08-10-2025,Wednesday,08:44,8,University,B-202,S2441,Absent
08-10-2025,Wednesday,08:51,8,University,B-202,S2089,Present
08-10-2025,Wednesday,08:39,8,City Center,B-101,S2122,Present
08-10-2025,Wednesday,09:11,9,City Center,B-102,S2476,Present
08-10-2025,Wednesday,08:43,8,South Suburb,B-303,S2002,Present
08-10-2025,Wednesday,08:49,8,University,B-202,S2483,Present
08-10-2025,Wednesday,08:33,8,University,B-202,S2183,Absent
08-10-2025,Wednesday,08:49,8,Express Dc,B-401,S2544,Present
08-10-2025,Wednesday,08:39,8,Express Dc,B-401,S2529,Present
08-10-2025,Wednesday,09:13,9,University,B-202,S2040,Present
08-10-2025,Wednesday,16:46,16,City Center,B-101,S2532,Present
08-10-2025,Wednesday,16:32,16,University,B-202,S2255,Present
08-10-2025,Wednesday,16:34,16,City Center,B-102,S2178,Present
08-10-2025,Wednesday,17:13,17,Express Dc,B-401,S2429,Present
08-10-2025,Wednesday,16:43,16,University,B-202,S2600,Present
08-10-2025,Wednesday,16:47,16,City Center,B-101,S2111,Present
08-10-2025,Wednesday,16:56,16,City Center,B-101,S2219,Present
08-10-2025,Wednesday,16:51,16,South Suburb,B-303,S2583,Present
08-10-2025,Wednesday,16:47,16,City Center,B-102,S2158,Present
08-10-2025,Wednesday,16:44,16,University,B-202,S2075,Present
08-10-2025,Wednesday,16:30,16,University,B-202,S2340,Present
08-10-2025,Wednesday,16:40,16,University,B-202,S2296,Present
09-10-2025,Thursday,08:56,8,University,B-202,S2243,Present
09-10-2025,Thursday,08:57,8,University,B-202,S2267,Present
09-10-2025,Thursday,08:58,8,City Center,B-102,S2302,Present
09-10-2025,Thursday,09:02,9,South Suburb,B-303,S2259,Present
09-10-2025,Thursday,09:07,9,South Suburb,B-303,S2334,Present
09-10-2025,Thursday,08:41,8,City Center,B-102,S2027,Present
09-10-2025,Thursday,08:43,8,University,B-202,S2482,Present
09-10-2025,Thursday,09:12,9,University,B-202,S2191,Present
09-10-2025,Thursday,08:58,8,City Center,B-102,S2068,Present
09-10-2025,Thursday,09:10,9,University,B-202,S2492,Present
09-10-2025,Thursday,08:39,8,University,B-202,S2070,Present
09-10-2025,Thursday,08:41,8,University,B-202,S2568,Present
09-10-2025,Thursday,16:50,16,City Center,B-102,S2420,Present
